"Damage","Displacement:0","Displacement:1","Displacement:2","F33","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.031424,0.099814,0,0.99957,1.0001,-0.00086031,1.1778e-07,4.0767e-06,0,4.2799e-06,0.0027346,0,0,0,0,1,0,-2.5,0.8,0
0,0.031422,0.099814,0,0.99957,1.0001,-0.00085798,2.7177e-07,8.4528e-06,0,8.6686e-06,0.002729,0,0,0,0,1,0.0050001,-2.495,0.8,0
0,0.03142,0.099815,0,0.99957,1.0001,-0.00085564,2.7177e-07,8.4528e-06,0,8.6686e-06,0.002729,0,0,0,0,1,0.01,-2.49,0.8,0
0,0.031418,0.099815,0,0.99957,1.0001,-0.00085331,2.7177e-07,8.4528e-06,0,8.6686e-06,0.002729,0,0,0,0,1,0.015,-2.485,0.8,0
0,0.031416,0.099816,0,0.99957,1.0001,-0.00085097,9.0415e-07,1.6051e-05,0,1.6263e-05,0.0027048,0,0,0,0,1,0.02,-2.48,0.8,0
0,0.031413,0.099816,0,0.99958,1.0001,-0.00084857,1.3037e-06,2.019e-05,0,2.0415e-05,0.0026981,0,0,0,0,1,0.025,-2.475,0.8,0
0,0.031411,0.099817,0,0.99958,1.0001,-0.00084618,1.3037e-06,2.019e-05,0,2.0415e-05,0.0026981,0,0,0,0,1,0.03,-2.47,0.8,0
0,0.031409,0.099817,0,0.99958,1.0001,-0.00084378,1.3037e-06,2.019e-05,0,2.0415e-05,0.0026981,0,0,0,0,1,0.035,-2.465,0.8,0
0,0.031407,0.099818,0,0.99958,1.0001,-0.00084138,2.5203e-06,2.6564e-05,0,2.6783e-05,0.0026733,0,0,0,0,1,0.04,-2.46,0.8,0
0,0.031405,0.099818,0,0.99958,1.0001,-0.00083894,3.0777e-06,3.0496e-05,0,3.0727e-05,0.0026657,0,0,0,0,1,0.045,-2.455,0.8,0
0,0.031403,0.099819,0,0.99958,1.0001,-0.00083649,3.0777e-06,3.0496e-05,0,3.0727e-05,0.0026657,0,0,0,0,1,0.05,-2.45,0.8,0
0,0.031401,0.099819,0,0.99958,1.0001,-0.00083404,3.0777e-06,3.0496e-05,0,3.0727e-05,0.0026657,0,0,0,0,1,0.055,-2.445,0.8,0
0,0.031399,0.09982,0,0.99958,1.0001,-0.0008316,4.8203e-06,3.585e-05,0,3.6075e-05,0.0026405,0,0,0,0,1,0.06,-2.44,0.8,0
0,0.031397,0.09982,0,0.99959,1.0001,-0.00082911,5.4522e-06,3.9613e-05,0,3.9849e-05,0.0026321,0,0,0,0,1,0.065,-2.435,0.8,0
0,0.031395,0.099821,0,0.99959,1.0001,-0.00082663,5.4522e-06,3.9613e-05,0,3.9849e-05,0.0026321,0,0,0,0,1,0.07,-2.43,0.8,0
0,0.031393,0.099821,0,0.99959,1.0001,-0.00082414,5.4522e-06,3.9613e-05,0,3.9849e-05,0.0026321,0,0,0,0,1,0.075,-2.425,0.8,0
0,0.03139,0.099822,0,0.99959,1.0001,-0.00082166,7.6848e-06,4.415e-05,0,4.4379e-05,0.0026066,0,0,0,0,1,0.08,-2.42,0.8,0
0,0.031388,0.099823,0,0.99959,1.0001,-0.00081915,8.3164e-06,4.7795e-05,0,4.8035e-05,0.0025977,0,0,0,0,1,0.085,-2.415,0.8,0
0,0.031386,0.099823,0,0.99959,1.0001,-0.00081664,8.3164e-06,4.7795e-05,0,4.8035e-05,0.0025977,0,0,0,0,1,0.09,-2.41,0.8,0
0,0.031384,0.099824,0,0.99959,1.0001,-0.00081413,8.3164e-06,4.7795e-05,0,4.8035e-05,0.0025977,0,0,0,0,1,0.095,-2.405,0.8,0
0,0.031382,0.099824,0,0.99959,1.0001,-0.00081163,1.1025e-05,5.1709e-05,0,5.194e-05,0.0025719,0,0,0,0,1,0.1,-2.4,0.8,0
0,0.03138,0.099825,0,0.9996,1.0001,-0.0008091,1.1593e-05,5.5295e-05,0,5.5537e-05,0.0025625,0,0,0,0,1,0.105,-2.395,0.8,0
