"Damage","Displacement:0","Displacement:1","Displacement:2","F33","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.031082,0.099875,0,0.99971,1.0001,-0.00057572,4.7167e-08,1.8923e-06,0,2.036e-06,0.0018278,0,0,0,0,1,0,-2.5,0.8,0
0,0.03108,0.099875,0,0.99971,1.0001,-0.00057315,2.1296e-08,3.6995e-06,0,3.8502e-06,0.0018191,0,0,0,0,1,0.0050001,-2.495,0.8,0
0,0.031079,0.099876,0,0.99971,1.0001,-0.00057059,2.1296e-08,3.6995e-06,0,3.8502e-06,0.0018191,0,0,0,0,1,0.01,-2.49,0.8,0
0,0.031078,0.099876,0,0.99972,1.0001,-0.00056802,2.1296e-08,3.6995e-06,0,3.8502e-06,0.0018191,0,0,0,0,1,0.015,-2.485,0.8,0
0,0.031076,0.099877,0,0.99972,1.0001,-0.00056545,1.0067e-07,6.5835e-06,0,6.7275e-06,0.0017969,0,0,0,0,1,0.02,-2.48,0.8,0
0,0.031075,0.099877,0,0.99972,1.0001,-0.00056297,-1.3295e-07,7.6791e-06,0,7.8293e-06,0.0017878,0,0,0,0,1,0.025,-2.475,0.8,0
0,0.031073,0.099878,0,0.99972,1.0001,-0.0005605,-1.3295e-07,7.6791e-06,0,7.8293e-06,0.0017878,0,0,0,0,1,0.03,-2.47,0.8,0
0,0.031072,0.099878,0,0.99972,1.0001,-0.00055802,-1.3295e-07,7.6791e-06,0,7.8293e-06,0.0017878,0,0,0,0,1,0.035,-2.465,0.8,0
0,0.031071,0.099879,0,0.99972,1.0001,-0.00055554,1.4947e-08,9.5994e-06,0,9.7424e-06,0.0017668,0,0,0,0,1,0.04,-2.46,0.8,0
0,0.031069,0.099879,0,0.99972,1.0001,-0.00055315,-4.5918e-07,1.0249e-05,0,1.0397e-05,0.0017576,0,0,0,0,1,0.045,-2.455,0.8,0
0,0.031068,0.099879,0,0.99972,1.0001,-0.00055075,-4.5918e-07,1.0249e-05,0,1.0397e-05,0.0017576,0,0,0,0,1,0.05,-2.45,0.8,0
0,0.031066,0.09988,0,0.99973,1.0001,-0.00054835,-4.5918e-07,1.0249e-05,0,1.0397e-05,0.0017576,0,0,0,0,1,0.055,-2.445,0.8,0
0,0.031065,0.09988,0,0.99973,1.0001,-0.00054596,-2.2507e-07,1.1619e-05,0,1.176e-05,0.0017376,0,0,0,0,1,0.06,-2.44,0.8,0
0,0.031064,0.099881,0,0.99973,1.0001,-0.00054364,-9.4537e-07,1.1998e-05,0,1.2145e-05,0.0017285,0,0,0,0,1,0.065,-2.435,0.8,0
0,0.031062,0.099881,0,0.99973,1.0001,-0.00054133,-9.4537e-07,1.1998e-05,0,1.2145e-05,0.0017285,0,0,0,0,1,0.07,-2.43,0.8,0
0,0.031061,0.099882,0,0.99973,1.0001,-0.00053901,-9.4537e-07,1.1998e-05,0,1.2145e-05,0.0017285,0,0,0,0,1,0.075,-2.425,0.8,0
0,0.03106,0.099882,0,0.99973,1.0001,-0.0005367,-5.8734e-07,1.3085e-05,0,1.3223e-05,0.0017092,0,0,0,0,1,0.08,-2.42,0.8,0
0,0.031058,0.099883,0,0.99973,1.0001,-0.00053446,-1.5471e-06,1.3327e-05,0,1.347e-05,0.0017004,0,0,0,0,1,0.085,-2.415,0.8,0
0,0.031057,0.099883,0,0.99973,1.0001,-0.00053222,-1.5471e-06,1.3327e-05,0,1.347e-05,0.0017004,0,0,0,0,1,0.09,-2.41,0.8,0
0,0.031056,0.099884,0,0.99973,1.0001,-0.00052999,-1.5471e-06,1.3327e-05,0,1.347e-05,0.0017004,0,0,0,0,1,0.095,-2.405,0.8,0
0,0.031054,0.099884,0,0.99974,1.0001,-0.00052775,-1.0243e-06,1.4318e-05,0,1.4453e-05,0.0016818,0,0,0,0,1,0.1,-2.4,0.8,0
0,0.031053,0.099885,0,0.99974,1.0001,-0.00052558,-2.2102e-06,1.4531e-05,0,1.467e-05,0.0016733,0,0,0,0,1,0.105,-2.395,0.8,0
0,0.031052,0.099885,0,0.99974,1.0001,-0.00052342,-2.2102e-06,1.4531e-05,0,1.467e-05,0.0016733,0,0,0,0,1,0.11,-2.39,0.8,0
0,0.03105,0.099886,0,0.99974,1.0001,-0.00052125,-2.2102e-06,1.4531e-05,0,1.467e-05,0.0016733,0,0,0,0,1,0.115,-2.385,0.8,0
0,0.031049,0.099886,0,0.99974,1.0001,-0.00051909,-1.4796e-06,1.5564e-05,0,1.5696e-05,0.0016552,0,0,0,0,1,0.12,-2.38,0.8,0
0,0.031048,0.099887,0,0.99974,1.0001,-0.00051699,-2.8742e-06,1.5837e-05,0,1.5973e-05,0.0016469,0,0,0,0,1,0.125,-2.375,0.8,0
0,0.031046,0.099887,0,0.99974,1.0001,-0.0005149,-2.8742e-06,1.5837e-05,0,1.5973e-05,0.0016469,0,0,0,0,1,0.13,-2.37,0.8,0
